Transaction_ID,Date,Purchase Time,Customer Segment,Category,Description,Image Path,Espresso Machine,Drip Coffee Maker,French Press,Pour-over Brewer,Cold Brew Coffee Maker,Moka Pot,Siphon Coffee Maker,Single Serve Coffee Maker,Aeropress,Coffee Grinder,Burr Grinder,Espresso Grinder,Milk Frother,Steam Wand,Automatic Milk Steamer,Water Filter System,Water Softener,Tamper,Coffee Scale,Portafilter,Knock Box,Coffee Drip Tray,Milk Pitcher,Shot Glasses,Coffee Filters,Grinder Cleaning Brush,Espresso Machine Cleaning Solution,Milk Frother Cleaning Solution,Coffee Cups,To-go Cups,Saucers,Coffee Stirrers,Sugar Dispensers,Creamer Containers,Nitro Cold Brew Dispenser,Iced Coffee Brewer,Blender,Whipped Cream Dispenser,POS System,Cash Register,Receipt Printer,Coffee Bean Storage Bins,Refrigerators,Freezers,Coffee Canisters,Thermometers,Thermal Coffee Carafes,Ice Maker,Price (Total),Quantity,Customer Type,Loyalty Program,Supplier,Location,Payment Method,Transaction Size,Customer Age Group,Shipping Method,Purchase Intent,Equipment Name,Price (USD)
61,01/03/2024,Afternoon,Coffee Bar,Storage Equipment,High quality,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,527,8,Returning,No,Supplier A,San Francisco,Cash,5,41-60,Free Shipping,Gift,Coffee Bean Storage Bins,Missing Price
62,02/03/2024,Morning,Hotel,Cleaning Tools,Compact size,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1425,9,Returning,No,Supplier B,Chicago,Cash,7,60+,Expedited,Immediate Use,Grinder Cleaning Brush,Missing Price
63,03/03/2024,Afternoon,Cafe,Storage Equipment,Durable,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,544,3,New,Yes,Supplier A,New York,Credit Card,8,26-40,Expedited,Immediate Use,Coffee Bean Storage Bins,Missing Price
64,04/03/2024,Afternoon,Cafe,Brewing Equipment,Compact size,/static/img/brewing_equipment/Espresso Machine.jpg,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1679,7,New,No,Supplier B,Miami,Credit Card,1,18-25,Regular,Gift,Espresso Machine,53.9
65,05/03/2024,Afternoon,Cafe,Storage Equipment,High quality,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,882,9,Returning,No,Supplier B,Miami,Cash,7,60+,Regular,Immediate Use,Coffee Bean Storage Bins,Missing Price
66,06/03/2024,Afternoon,Cafe,Water Filtration,Compact size,/static/img/water_management/Water Softener.png,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1500,4,Returning,No,Supplier B,Chicago,Cash,5,41-60,Regular,Gift,Water Softener,Missing Price
67,07/03/2024,Afternoon,Personal/Home Use,Brewing Equipment,Premium version,/static/img/brewing_equipment/Espresso Machine.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1112,3,Returning,Yes,Supplier A,San Francisco,Cash,1,60+,Regular,Gift,Espresso Machine,53.9
68,08/03/2024,Afternoon,Cafe,Storage Equipment,Compact size,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,642,5,New,Yes,Supplier D,New York,Cash,3,18-25,Free Shipping,Immediate Use,Coffee Bean Storage Bins,Missing Price
69,09/03/2024,Afternoon,Hotel,Water Filtration,Standard model,/static/img/water_management/Water Softener.png,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,236,1,New,No,Supplier B,San Francisco,Credit Card,7,60+,Expedited,Gift,Water Softener,Missing Price
70,10/03/2024,Morning,Office,Cleaning Tools,Standard model,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1669,3,New,No,Supplier A,Los Angeles,Cash,1,60+,Expedited,Immediate Use,Grinder Cleaning Brush,Missing Price
71,11/03/2024,Evening,Cafe,Storage Equipment,Premium version,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1673,8,New,Yes,Supplier A,San Francisco,Credit Card,7,18-25,Regular,Immediate Use,Coffee Bean Storage Bins,Missing Price
72,12/03/2024,Afternoon,Personal/Home Use,Water Filtration,High quality,/static/img/water_management/Water Softener.png,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,803,8,New,Yes,Supplier B,Miami,Mobile Payment,5,26-40,Regular,Immediate Use,Water Softener,Missing Price
73,13/03/2024,Afternoon,Personal/Home Use,Milk Equipment,Standard model,/static/img/milk_and_steaming_tools/Milk Frother.png,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1927,4,Returning,No,Supplier B,New York,Mobile Payment,1,26-40,Free Shipping,Immediate Use,Milk Frother,2.95
74,14/03/2024,Afternoon,Cafe,Specialty Equipment,Durable,/static/img/cold_beverage_and_miscellaneous/Nitro Cold Brew Dispenser.png,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,142,2,New,Yes,Supplier D,San Francisco,Cash,1,18-25,Free Shipping,Immediate Use,Nitro Cold Brew Dispenser,Missing Price
75,15/03/2024,Afternoon,Office,Milk Equipment,Standard model,/static/img/milk_and_steaming_tools/Milk Frother.png,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,135,8,New,No,Supplier A,New York,Mobile Payment,1,60+,Regular,Immediate Use,Milk Frother,2.95
76,16/03/2024,Afternoon,Cafe,Specialty Equipment,Standard model,/static/img/cold_beverage_and_miscellaneous/Nitro Cold Brew Dispenser.png,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1117,8,New,Yes,Supplier A,New York,Mobile Payment,9,18-25,Expedited,Gift,Nitro Cold Brew Dispenser,Missing Price
77,17/03/2024,Afternoon,Personal/Home Use,Grinding Equipment,High quality,/static/img/grinding_equipment/Coffee Grinder.png,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,186,4,New,No,Supplier C,Los Angeles,Mobile Payment,3,26-40,Expedited,Gift,Coffee Grinder,119.0
78,18/03/2024,Evening,Coffee Bar,Grinding Equipment,Compact size,/static/img/grinding_equipment/Coffee Grinder.png,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,470,3,New,No,Supplier A,Los Angeles,Cash,5,41-60,Expedited,Gift,Coffee Grinder,119.0
79,19/03/2024,Evening,Hotel,Grinding Equipment,Standard model,/static/img/grinding_equipment/Coffee Grinder.png,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,123,2,Returning,Yes,Supplier D,Miami,Cash,9,60+,Regular,Gift,Coffee Grinder,119.0
80,20/03/2024,Afternoon,Personal/Home Use,Cleaning Tools,Premium version,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1621,9,New,No,Supplier C,Chicago,Mobile Payment,6,26-40,Expedited,Immediate Use,Grinder Cleaning Brush,Missing Price
81,21/03/2024,Evening,Cafe,Milk Equipment,Compact size,/static/img/milk_and_steaming_tools/Milk Frother.png,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1686,1,New,No,Supplier C,New York,Credit Card,9,60+,Free Shipping,Gift,Milk Frother,2.95
82,22/03/2024,Morning,Hotel,Specialty Equipment,Durable,/static/img/cold_beverage_and_miscellaneous/Nitro Cold Brew Dispenser.png,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1585,7,New,No,Supplier C,Chicago,Mobile Payment,8,18-25,Free Shipping,Gift,Nitro Cold Brew Dispenser,Missing Price
83,23/03/2024,Afternoon,Cafe,Water Filtration,High quality,/static/img/water_management/Water Softener.png,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1229,5,Returning,Yes,Supplier B,Miami,Cash,8,41-60,Regular,Gift,Water Softener,Missing Price
84,24/03/2024,Morning,Cafe,Brewing Equipment,Durable,/static/img/brewing_equipment/Espresso Machine.jpg,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1328,8,Returning,Yes,Supplier B,New York,Cash,1,18-25,Free Shipping,Immediate Use,Espresso Machine,53.9
85,25/03/2024,Morning,Coffee Bar,Water Filtration,Compact size,/static/img/water_management/Water Softener.png,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,220,4,Returning,Yes,Supplier A,New York,Cash,9,41-60,Regular,Gift,Water Softener,Missing Price
86,26/03/2024,Afternoon,Hotel,Brewing Equipment,Compact size,/static/img/brewing_equipment/Espresso Machine.jpg,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1801,7,New,No,Supplier C,Chicago,Mobile Payment,6,60+,Expedited,Immediate Use,Espresso Machine,53.9
87,27/03/2024,Evening,Hotel,Accessories,Compact size,/static/img/serving_and_accessories/Thermal Coffee Carafes.jpg,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,219,5,Returning,Yes,Supplier D,San Francisco,Credit Card,9,60+,Expedited,Gift,Thermal Coffee Carafes,22.9
88,28/03/2024,Morning,Coffee Bar,Water Filtration,Durable,/static/img/water_management/Water Softener.png,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1837,5,New,No,Supplier B,Los Angeles,Cash,3,18-25,Expedited,Immediate Use,Water Softener,Missing Price
89,29/03/2024,Afternoon,Personal/Home Use,Storage Equipment,Compact size,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,921,9,New,No,Supplier D,San Francisco,Cash,3,41-60,Free Shipping,Immediate Use,Coffee Bean Storage Bins,Missing Price
90,30/03/2024,Morning,Cafe,Storage Equipment,Durable,/static/img/storage_equipment/Coffee Bean Storage Bins.jpg,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,371,9,Returning,Yes,Supplier D,Chicago,Mobile Payment,6,41-60,Regular,Gift,Coffee Bean Storage Bins,Missing Price
91,31/03/2024,Morning,Office,Serving Equipment,Compact size,/static/img/serving_and_accessories/Coffee Cups.png,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1640,9,New,Yes,Supplier B,Los Angeles,Credit Card,9,60+,Expedited,Immediate Use,Coffee Cups,Missing Price
92,01/04/2024,Morning,Cafe,Milk Equipment,Premium version,/static/img/milk_and_steaming_tools/Milk Frother.png,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,505,6,New,No,Supplier B,San Francisco,Mobile Payment,7,18-25,Regular,Immediate Use,Milk Frother,2.95
93,02/04/2024,Morning,Cafe,Brewing Equipment,Compact size,/static/img/brewing_equipment/Espresso Machine.jpg,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,993,6,New,No,Supplier B,Los Angeles,Cash,3,41-60,Expedited,Gift,Espresso Machine,53.9
94,03/04/2024,Evening,Personal/Home Use,Brewing Equipment,Durable,/static/img/brewing_equipment/Espresso Machine.jpg,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1676,5,Returning,Yes,Supplier B,New York,Credit Card,3,60+,Free Shipping,Gift,Espresso Machine,53.9
95,04/04/2024,Morning,Cafe,Milk Equipment,Standard model,/static/img/milk_and_steaming_tools/Milk Frother.png,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,839,9,New,Yes,Supplier C,San Francisco,Credit Card,2,26-40,Free Shipping,Gift,Milk Frother,2.95
96,05/04/2024,Morning,Coffee Bar,Cleaning Tools,Compact size,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,662,8,New,Yes,Supplier C,Los Angeles,Cash,9,18-25,Regular,Immediate Use,Grinder Cleaning Brush,Missing Price
97,06/04/2024,Morning,Coffee Bar,Serving Equipment,Standard model,/static/img/serving_and_accessories/Coffee Cups.png,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1228,7,Returning,No,Supplier C,Los Angeles,Credit Card,3,26-40,Free Shipping,Immediate Use,Coffee Cups,Missing Price
98,07/04/2024,Evening,Hotel,Cleaning Tools,Premium version,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,938,7,New,No,Supplier C,Los Angeles,Credit Card,5,18-25,Free Shipping,Immediate Use,Grinder Cleaning Brush,Missing Price
99,08/04/2024,Morning,Office,Cleaning Tools,High quality,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,398,6,New,No,Supplier A,San Francisco,Mobile Payment,9,60+,Regular,Gift,Grinder Cleaning Brush,Missing Price
100,09/04/2024,Morning,Cafe,Cleaning Tools,Premium version,/static/img/cleaning_and_maintenance/Grinder Cleaning Brush.png,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1524,5,Returning,No,Supplier C,Miami,Cash,8,41-60,Expedited,Immediate Use,Grinder Cleaning Brush,Missing Price
